category,price,description,rating,num_ratings_reviews,discount,mrp,details,is_fassured,timestamp
Mobile,"₹5,999","Mobiistar X1 Notch (Gradient Shine, 16 GB)",4.2,105 Ratings & 18 Reviews,12% off,"₹6,889",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display13MP Rear Camera | 13MP Front Camera3020 mAh Battery1 Year Manufacture Warranty,1,2019-08-14 22:39:39.941626
Mobile,₹889,Micromax X512,3.8,29 Ratings & 2 Reviews,11% off,₹999,56 MB RAM | 24 MB ROM |4.5 cm (1.77 inch) Display0.3MP Rear Camera1750 mAh Battery1 Year Warranty,1,2019-08-14 22:39:39.943632
Mobile,"₹2,099","Forme F520 (Yellow, 4 GB)",3.7,28 Ratings & 7 Reviews,0,0,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB8.13 cm (3.2 inch) NA Display2MP Rear Camera | 0.3MP Front Camera1080 mAh Li-Ion Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:39.944624
Mobile,₹699,GreenBerry 3310,3.1,7 Ratings & 0 Reviews,53% off,"₹1,499",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) NA Display2MP Rear Camera | 0MP Front Camera1000 mAh Battery6 Months,0,2019-08-14 22:39:39.945622
Mobile,"₹1,749",Samsung Guru Music 2 SM-B310E,4.1,"3,056 Ratings & 278 Reviews",0,0,Expandable Upto 16 GB5.08 cm (2 inch) QVGA Display0MP Front Camera800 mAh Battery0 0 0 208MHz Processor1 Year Manufacturer's Warranty,1,2019-08-14 22:39:39.946619
Mobile,₹799,Lava CaptainN1 Lite,4.1,"2,977 Ratings & 501 Reviews",0,0,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display800 mAh Battery2 Year on Handset and 6 Months on Accessories,1,2019-08-14 22:39:39.948614
Mobile,"₹4,599","Itel A46 (Gradation Red, 16 GB)",0,0,8% off,"₹4,999",1 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD+ Display8MP + 0.3MP | 5MP Front Camera2400 mAh BatteryCortex A55 architecture (Octa core) Processor100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories.,1,2019-08-14 22:39:39.949610
Mobile,₹999,Niamia Cad V,3.9,8 Ratings & 0 Reviews,41% off,"₹1,699",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.08MP Rear Camera1000 mAh Battery10 DAYS REPLACEMENT WARRANTY,0,2019-08-14 22:39:39.950609
Mobile,₹890,Zen X65,3.8,196 Ratings & 21 Reviews,16% off,"₹1,060",50 MB RAM | 32 MB ROM |6.1 cm (2.4 inch) Display1.3MP Rear Camera1800 mAh Battery1 Year,1,2019-08-14 22:39:39.951607
Mobile,₹999,Fox Sultan,3.9,521 Ratings & 81 Reviews,9% off,"₹1,099",32 MB RAM | 32 MB ROM |6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery1 Year Warranty,1,2019-08-14 22:39:39.953601
Mobile,₹885,Intex Turbo 108,3.9,152 Ratings & 13 Reviews,34% off,"₹1,350",32 MB RAM | 32 MB ROM |6.1 cm (2.4 inch) Display0.3MP Rear Camera1050 mAh Battery1 Year,1,2019-08-14 22:39:39.954596
Mobile,"₹1,099",I Kall K130 Combo of Two Mobile,3.7,80 Ratings & 10 Reviews,0,0,32 MB RAM | 64 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Manufacture Warranty,1,2019-08-14 22:39:39.955595
Mobile,₹737,Forme HERO,4,43 Ratings & 2 Reviews,0,0,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera1050 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:39.956554
Mobile,"₹3,399",Nokia 3310 DS,3.7,"19,824 Ratings & 2,500 Reviews",5% off,"₹3,599",16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display2MP Rear Camera1200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,0,2019-08-14 22:39:39.958588
Mobile,"₹16,990","Samsung Galaxy On8 (Black, 64 GB)",4.4,"74,351 Ratings & 7,739 Reviews",15% off,"₹19,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) HD+ Display16MP + 5MP | 16MP Front Camera3500 mAh Lithium-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:39:39.959589
Mobile,₹639,GLX W8,3.7,385 Ratings & 54 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:39.960581
Mobile,"₹1,000",Do M 20,3.7,68 Ratings & 10 Reviews,0,0,32 MB RAM | 32 MB ROM |6.1 cm (2.4 inch) Display0.3MP Rear Camera2800 mAh Battery1  Year Manufacturer Warranty,1,2019-08-14 22:39:39.961580
Mobile,₹699,GreenBerry Play,0,0,22% off,₹899,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year,0,2019-08-14 22:39:39.963572
Mobile,₹639,GLX W5,3.6,136 Ratings & 16 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:39.964571
Mobile,₹639,GLX W5,3.6,136 Ratings & 16 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:39.965569
Mobile,₹830,Zen X101,3.3,19 Ratings & 2 Reviews,23% off,"₹1,090",32 MB RAM | 32 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display1.3MP Rear Camera800 mAh Battery1 Year,1,2019-08-14 22:39:39.966567
Mobile,"₹7,999","Panasonic Eluga Ray (Gold, 16 GB)",3.8,"9,726 Ratings & 2,307 Reviews",0,0,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4000 mAh Li-ion Polymer BatteryMediatek MT6737 Quad Core 1.3GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:39:39.968561
Mobile,₹899,Forme MINI 3,3.8,72 Ratings & 9 Reviews,10% off,₹999,32 MB RAM | 32 MB ROM |6.1 cm (2.4 inch) Display0.8MP Rear Camera1500 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.377600
Mobile,₹699,GreenBerry 3310,3.1,7 Ratings & 0 Reviews,53% off,"₹1,499",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) NA Display2MP Rear Camera | 0MP Front Camera1000 mAh Battery6 Months,0,2019-08-14 22:39:48.378596
Mobile,"₹6,490","Tecno Camon I Sky 2 (Champagne Gold, 16 GB)",4.1,214 Ratings & 28 Reviews,27% off,"₹8,999",2 GB RAM | 16 GB ROM |13.97 cm (5.5 inch) HD+ Display13MP + 2MP | 13MP Front Camera3050 mAh Battery1 Year Warranty,1,2019-08-14 22:39:48.380591
Mobile,₹690,Mafe Nemo,3.9,60 Ratings & 9 Reviews,0,0,Expandable Upto 16 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera1050 mAh Battery1 Year Manufacturing Warranty,1,2019-08-14 22:39:48.381603
Mobile,₹769,Mafe Nemo,3.3,12 Ratings & 1 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera1050 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.382590
Mobile,₹999,Niamia Cad V,3.9,8 Ratings & 0 Reviews,41% off,"₹1,699",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.08MP Rear Camera1000 mAh Battery10 DAYS REPLACEMENT WARRANTY,0,2019-08-14 22:39:48.383584
Mobile,₹669,1+1=2 D6,3.1,41 Ratings & 6 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display0.3MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.385579
Mobile,₹830,Zen X101,3.3,19 Ratings & 2 Reviews,23% off,"₹1,090",32 MB RAM | 32 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display1.3MP Rear Camera800 mAh Battery1 Year,1,2019-08-14 22:39:48.386576
Mobile,"₹11,299","Tecno Camon i4 (Aqua Blue, 64 GB)",4.1,54 Ratings & 6 Reviews,22% off,"₹14,499","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 8MP | 16MP Front Camera3500 mAh BatteryTecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",1,2019-08-14 22:39:48.387574
Mobile,₹710,BlackBear B5 Chrome,3.5,189 Ratings & 33 Reviews,0,0,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) QVGA Display0.08MP Rear Camera1000 mAh Battery1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,1,2019-08-14 22:39:48.389573
Mobile,"₹1,099",I Kall K18 New Combo of Two Mobiles,3.7,115 Ratings & 7 Reviews,8% off,"₹1,199",32 MB RAM | 64 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.390567
Mobile,"₹3,399",Nokia 3310 DS,3.7,"19,824 Ratings & 2,500 Reviews",5% off,"₹3,599",16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display2MP Rear Camera1200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,0,2019-08-14 22:39:48.391525
Mobile,₹999,I Kall K18 New Combo of Two Mobiles,3.7,115 Ratings & 7 Reviews,23% off,"₹1,299",32 MB RAM | 64 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.392561
Mobile,₹639,GLX W8,3.7,385 Ratings & 54 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:48.394555
Mobile,"₹13,990","Vivo Y83 Pro (Nebula Purple, 64 GB)",4.4,"5,565 Ratings & 428 Reviews",17% off,"₹16,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera3260 mAh Li-ion BatteryMediatek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:39:48.395551
Mobile,₹699,GreenBerry Play,0,0,22% off,₹899,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year,0,2019-08-14 22:39:48.396550
Mobile,"₹1,000",Do M 20,3.7,68 Ratings & 10 Reviews,0,0,32 MB RAM | 32 MB ROM |6.1 cm (2.4 inch) Display0.3MP Rear Camera2800 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.397551
Mobile,₹639,GLX W5,3.6,136 Ratings & 16 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:48.398547
Mobile,₹649,"Forme N9+ Selfie Camera, Wireless FM, Dual SIM (Blue) Moile Phone",3.6,965 Ratings & 195 Reviews,0,0,16 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera850 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.400540
Mobile,"₹12,999","Honor 5X (Silver, 16 GB)",4.1,"18,671 Ratings & 3,346 Reviews",0,0,"2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Li-Polymer BatteryQualcomm Snapdragon 616 MSM8939V2 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",1,2019-08-14 22:39:48.401514
Mobile,"₹1,199",Gfive Guru Combo of Two Mobiles,3.4,215 Ratings & 26 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.402534
Mobile,₹699,GreenBerry Play,0,0,22% off,₹899,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year,0,2019-08-14 22:39:48.404529
Mobile,"₹1,199",Gfive Guru Combo of Two Mobiles,3.4,215 Ratings & 26 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:48.405530
Mobile,"₹4,199","Micromax Bharat 4 Diwali Edition (Matte Black, 8 GB)",3.9,94 Ratings & 6 Reviews,16% off,"₹4,999",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) FWVGA Display5MP + 0MP | 2MP + 0MP Dual Front Camera2000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:39:48.406526
Mobile,"₹5,250","Micromax Sliver 5 Q450 (Black, 16 GB)",4.2,353 Ratings & 55 Reviews,24% off,"₹6,990",2 GB RAM | 16 GB ROM |12.19 cm (4.8 inch) HD Display8MP Rear Camera | 5MP Front Camera2000 mAh BatteryQualcomm Snapdragon 410 MSM8916 64-bit Processor1 Year Manufacturer Warranty,1,2019-08-14 22:39:57.022404
Mobile,₹699,GreenBerry 3310,3.1,7 Ratings & 0 Reviews,53% off,"₹1,499",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) NA Display2MP Rear Camera | 0MP Front Camera1000 mAh Battery6 Months,0,2019-08-14 22:39:57.024397
Mobile,₹848,Zen Atom 103 Plus,3.9,162 Ratings & 16 Reviews,0,0,32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display1.3MP Rear Camera800 mAh Battery1 year,1,2019-08-14 22:39:57.025395
Mobile,"₹1,259",Lava KKT Ultra+ Union,4,6 Ratings & 1 Reviews,0,0,Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1750 $mAh Li-Ion BatteryBrand Warranty of 1 Year,1,2019-08-14 22:39:57.026392
Mobile,₹970,Lava ARC Lite Plus,3.7,154 Ratings & 13 Reviews,0,0,Expandable Upto 8 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera900 mAh Li-Ion Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:57.027390
Mobile,₹679,Mafe X1,3.4,16 Ratings & 4 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Quarter QVGA Display1050 mAh Battery1 Year Warranty,1,2019-08-14 22:39:57.029383
Mobile,"₹1,635",Micromax Astra,3.1,539 Ratings & 92 Reviews,0,0,56 MB RAM | 40 KB ROM |7.11 cm (2.8 inch) HVGA Display0.03MP Rear Camera4000 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:57.030383
Mobile,₹999,Niamia Cad V,3.9,8 Ratings & 0 Reviews,41% off,"₹1,699",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.08MP Rear Camera1000 mAh Battery10 DAYS REPLACEMENT WARRANTY,0,2019-08-14 22:39:57.031380
Mobile,"₹1,225",Lava ARC 225,3.7,334 Ratings & 52 Reviews,0,0,Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1000 mAh Li-Ion BatteryBrand Warranty of 1 Year,1,2019-08-14 22:39:57.032376
Mobile,₹639,GLX W8,3.7,385 Ratings & 54 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:57.034371
Mobile,₹639,GLX W8,3.7,385 Ratings & 54 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:57.035367
Mobile,"₹3,399",Nokia 3310 DS,3.7,"19,824 Ratings & 2,500 Reviews",5% off,"₹3,599",16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display2MP Rear Camera1200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,0,2019-08-14 22:39:57.036366
Mobile,"₹5,499","Panasonic P101 (Gold, 16 GB)",4,"7,663 Ratings & 875 Reviews",31% off,"₹7,999",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) FWVGA Display8MP Rear Camera | 5MP Front Camera2500 mAh Lithium-ion BatteryMT6739WA ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1,2019-08-14 22:39:57.037362
Mobile,₹649,Blackbear B5 Bolt,3.6,42 Ratings & 4 Reviews,0,0,32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display1.3MP Rear Camera1000 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:57.039357
Mobile,₹899,Lava Arc Magic,3.5,267 Ratings & 20 Reviews,0,0,Expandable Upto 8 GB4.5 cm (1.77 inch) QVGA Display0.3MP Rear Camera800 mAh Li-Ion Battery1 Year Manufacturer Warranty,1,2019-08-14 22:39:57.040354
Mobile,"₹64,999","Apple iPhone XR (Blue, 128 GB)",4.6,"2,762 Ratings & 256 Reviews",20% off,"₹81,900",128 GB ROM |15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,1,2019-08-14 22:39:57.041353
Mobile,"₹8,990","Panasonic Eluga I5 (Black, 16 GB)",3.7,"6,874 Ratings & 1,327 Reviews",0,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera2500 mAh Li-ion Polymer BatteryMediaTek MTK6737 Quad Core 1.25 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:39:57.043347
Mobile,₹699,GreenBerry Play,0,0,22% off,₹899,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year,0,2019-08-14 22:39:57.044343
Mobile,₹639,GLX W5,3.6,136 Ratings & 16 Reviews,0,0,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,1,2019-08-14 22:39:57.045342
Mobile,"₹1,34,900","Apple iPhone XS (Space Grey, 512 GB)",4.7,746 Ratings & 96 Reviews,0,0,512 GB ROM |14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,1,2019-08-14 22:39:57.046340
Mobile,₹999,Lava Arc 112,3.6,36 Ratings & 2 Reviews,0,0,Expandable Upto 8 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1200 mAh Li-Ion BatteryBrand Warranty of 1 Year,1,2019-08-14 22:39:57.048333
Mobile,₹699,GreenBerry Play,0,0,22% off,₹899,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year,0,2019-08-14 22:39:57.049332
Mobile,"₹14,990","Vivo V9 Pro (Black, 64 GB)",4.5,"34,327 Ratings & 2,819 Reviews",16% off,"₹17,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display13MP + 2MP | 16MP Front Camera3260 mAh BatteryQualcomm Snapdragon 660AIE 1.95 GHz Octa-core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:39:57.050328
Mobile,₹599,Peace P4,3.5,"2,335 Ratings & 363 Reviews",0,0,64 MB RAM | 256 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera850 mAh Battery1 Months Brand Warranty,1,2019-08-14 22:39:57.051324
Mobile,"₹1,199",Cellecor C500,5,6 Ratings & 0 Reviews,0,0,32 MB RAM | 64 MB ROM |6.1 cm (2.4 inch) Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:40:05.650785
Mobile,₹769,M-tech L15,4.2,27 Ratings & 2 Reviews,57% off,"₹1,799",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera2400 mAh Battery1 Year Manufacturer Warranty For Phone,1,2019-08-14 22:40:05.651782
Mobile,"₹1,279",Lava KKT Star,3.5,88 Ratings & 13 Reviews,0,0,Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display1800 mAh Li-Ion BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:40:05.652780
Mobile,₹699,GreenBerry 3310,3.1,7 Ratings & 0 Reviews,53% off,"₹1,499",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) NA Display2MP Rear Camera | 0MP Front Camera1000 mAh Battery6 Months,0,2019-08-14 22:40:05.654774
Mobile,"₹27,999","Apple iPhone 6 (Space Grey, 32 GB)",4.4,"1,41,115 Ratings & 16,519 Reviews",0,0,32 GB ROM |11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processorBrand Warranty of 1 Year,1,2019-08-14 22:40:05.655772
Mobile,"₹12,997","Vivo Y83 Pro (Black, 64 GB)",4.4,"5,565 Ratings & 428 Reviews",16% off,"₹15,590",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera3260 mAh Li-ion BatteryMediatek Helio P22 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:40:05.657767
Mobile,"₹3,999","Gome C7 (Gold, 16 GB)",3.8,17 Ratings & 0 Reviews,50% off,"₹7,999",2 GB RAM | 16 GB ROM |13.84 cm (5.45 inch) HD+ Display13MP Rear Camera3000 mAh Battery1 Year Warranty,1,2019-08-14 22:40:05.658764
Mobile,₹999,Niamia Cad V,3.9,8 Ratings & 0 Reviews,41% off,"₹1,699",32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.08MP Rear Camera1000 mAh Battery10 DAYS REPLACEMENT WARRANTY,0,2019-08-14 22:40:05.659761
Mobile,"₹1,155",Zen Power 205,3.9,40 Ratings & 10 Reviews,0,0,Expandable Upto 16 GB6.1 cm (2.4 inch) Display1.3MP Rear Camera2800 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:40:05.660758
Mobile,₹990,Kechaoda K100,3.8,67 Ratings & 5 Reviews,0,0,32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Warranty,1,2019-08-14 22:40:05.662753
Mobile,₹990,Kechaoda K100,3.8,67 Ratings & 5 Reviews,0,0,32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Warranty,1,2019-08-14 22:40:05.663750
Mobile,"₹6,299","LG K9 4G LTE (Black, 16 GB)",4,192 Ratings & 16 Reviews,21% off,"₹7,999",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2500 mAh BatteryQualcomm Snapdragon Quad core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:40:05.664748
Mobile,"₹64,999","Apple iPhone XR (Coral, 128 GB)",4.6,"2,762 Ratings & 256 Reviews",20% off,"₹81,900",128 GB ROM |15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,1,2019-08-14 22:40:05.665745
Mobile,"₹3,399",Nokia 3310 DS,3.7,"19,824 Ratings & 2,500 Reviews",5% off,"₹3,599",16 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display2MP Rear Camera1200 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,0,2019-08-14 22:40:05.667740
Mobile,"₹14,990","Vivo V9 Pro (Nebula Purple, 64 GB)",4.5,"34,327 Ratings & 2,819 Reviews",16% off,"₹17,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) FHD+ Display13MP + 2MP | 16MP Front Camera3260 mAh BatteryQualcomm Snapdragon 660AIE 1.95 GHz Octa-core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:40:05.668737
Mobile,"₹1,199",Cellecor C500,5,6 Ratings & 0 Reviews,3% off,"₹1,240",32 MB RAM | 64 MB ROM |6.1 cm (2.4 inch) Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:40:05.669734
Mobile,"₹57,900","Samsung Galaxy S9 (Lilac Purple, 64 GB)",4.6,"1,447 Ratings & 256 Reviews",0,0,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB14.73 cm (5.8 inch) Quad HD+ Display12MP Rear Camera | 8MP Front Camera3000 mAh BatteryExynos 9810 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:40:05.671729
Mobile,₹699,GreenBerry Play,0,0,22% off,₹899,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year,0,2019-08-14 22:40:05.672726
Mobile,₹599,Peace FM1,3.6,564 Ratings & 87 Reviews,0,0,32 MB RAM | 32 MB ROM |4.57 cm (1.8 inch) Display0.3MP Rear Camera850 mAh Battery1 Year Manufacturer Warranty,1,2019-08-14 22:40:05.673724
Mobile,"₹1,999",Lava KKT 45,3.9,77 Ratings & 5 Reviews,0,0,Expandable Upto 16 GB6.6 cm (2.6 inch) QVGA Display0.3MP Rear Camera2800 mAh Li-Ion Battery1 Year for Mobile & 6 Months for Accessories,1,2019-08-14 22:40:05.674721
Mobile,"₹1,299",Lava KKT Star 2,3.8,188 Ratings & 39 Reviews,0,0,Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1800 mAh Li-Ion BatteryMTK6261 M ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1,2019-08-14 22:40:05.676716
